City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
279,puerto aysen,-45.4,-72.7,1.6,97,43,1.7,CL,1686539797
280,felahiye,39.0906,35.5672,12.41,82,99,0.31,TR,1686540295
281,kavieng,-2.5744,150.7967,29.44,72,67,6.28,PG,1686539878
282,aroma,15.8167,36.1333,28.77,56,44,5.14,SD,1686539878
283,ancud,-41.8697,-73.8203,6.49,82,32,2.62,CL,1686540295
284,lebu,-37.6167,-73.65,8.07,78,13,6.69,CL,1686539834
285,kolpashevo,58.3131,82.9089,15.39,61,100,4.7,RU,1686540296
286,colonia,50.9333,6.95,18.25,68,0,1.54,DE,1686540296
287,bom jesus dos perdoes,-23.135,-46.4653,14.92,75,4,1.35,BR,1686540296
288,cabedelo,-6.9811,-34.8339,23.37,88,35,3.74,BR,1686539809
289,umm al quwain city,25.5647,55.5552,32.18,52,72,2.76,AE,1686540297
290,shimoda,34.6667,138.95,22.28,98,100,2.3,JP,1686539958
291,dengzhou,37.8086,120.7508,20.73,62,79,3.46,CN,1686540297
292,kaa-khem,51.6833,94.7333,19.91,61,95,5.2,RU,1686539983
293,chibougamau,49.9168,-74.3659,13.79,88,0,1.03,CA,1686539762
294,tambopata,-12.7333,-69.1833,21.82,99,25,0.56,PE,1686539773
295,takoradi,4.8845,-1.7554,25.44,74,95,3.92,GH,1686540298
296,metahara,8.9,39.9167,23.38,63,98,3.66,ET,1686540298
297,brookings,44.3114,-96.7984,16.0,61,0,0.0,US,1686540298
298,san bernardo del viento,9.3533,-75.9524,27.99,83,29,3.91,CO,1686540298
299,qusmuryn,52.4503,64.6311,15.95,50,81,7.71,KZ,1686540298
300,yenotayevka,47.2456,47.0281,24.31,41,73,4.42,RU,1686540299
301,ishigaki,24.3448,124.1572,28.07,89,75,4.12,JP,1686540299
302,ilha de mocambique,-15.0342,40.7358,23.87,78,3,4.67,MZ,1686539832
303,tura,25.5198,90.2201,29.34,66,100,2.05,IN,1686540299
304,sitka,57.0531,-135.33,10.94,87,100,6.69,US,1686540300
305,kilindoni,-7.9139,39.6668,26.29,69,76,5.95,TZ,1686540300
306,brisas de zicatela,15.8369,-97.0419,30.29,70,20,1.03,MX,1686539735
307,urengoy,65.9667,78.3667,10.75,53,48,6.7,RU,1686539708
308,ta`u,-14.2336,-169.5144,27.58,80,17,7.29,AS,1686539723
309,mutuali,-14.8706,37.0044,14.28,87,0,0.73,MZ,1686540168
310,rongelap,11.1635,166.8941,27.85,80,90,7.99,MH,1686540301
311,luang namtha,20.9497,101.4011,29.01,79,75,3.09,LA,1686540157
312,flying fish cove,-10.4217,105.6791,26.82,89,100,5.66,CX,1686539721
313,chagoda,59.164,35.3285,10.48,57,15,0.29,RU,1686540301
314,ilulissat,69.2167,-51.1,8.01,66,100,5.14,GL,1686540301
315,meadow lakes,61.6247,-149.6011,15.5,55,100,3.6,US,1686539821
316,gouyave,12.1646,-61.7296,27.43,83,40,6.17,GD,1686540302
317,kollum,53.277,6.1529,17.99,69,78,3.67,NL,1686540302
318,sakakah,29.9697,40.2064,25.76,26,0,2.69,SA,1686540302
319,laayoune,27.1622,-13.2032,20.19,100,0,3.09,EH,1686540303
320,argo,37.6333,22.7333,17.66,80,1,1.43,GR,1686539776
321,kharp,66.8014,65.8081,3.4,68,100,7.33,RU,1686540303
322,zaragoza,41.6561,-0.8773,18.9,66,0,1.54,ES,1686540162
323,posto fiscal rolim de moura,-13.0833,-62.2667,23.32,88,13,0.98,BR,1686540303
324,san carlos,9.6612,-68.5827,24.38,91,98,1.1,VE,1686540304
325,san patricio,28.017,-97.5169,28.42,84,0,6.24,US,1686539722
326,allen,41.0706,-85.0144,16.06,92,100,4.12,US,1686539886
327,mirnyy,62.5353,113.9611,7.91,49,93,7.15,RU,1686539974
328,campeche,19.0,-90.5,29.15,63,17,1.79,MX,1686539716
329,howard springs,-12.497,131.047,30.95,34,9,3.43,AU,1686540130
330,higuera de zaragoza,25.95,-109.2833,26.96,47,3,1.99,MX,1686540305
331,quartu sant'elena,39.2419,9.1839,21.69,81,0,3.09,IT,1686540305
332,cadale,2.7603,46.3222,25.87,82,97,8.44,SO,1686540305
333,katsuura,35.1333,140.3,23.01,98,100,1.97,JP,1686540306
334,sechelt,49.4664,-123.7694,24.62,68,0,0.99,CA,1686540306
335,kuta,-8.7233,115.1723,28.97,79,20,8.23,ID,1686539806
336,talara,-4.5772,-81.2719,24.14,83,7,8.29,PE,1686539726
337,benito juarez,19.385,-99.165,23.33,51,75,3.09,MX,1686540146
338,wakkanai,45.4094,141.6739,22.99,60,75,8.23,JP,1686539877
339,nizhniy odes,63.6445,54.856,6.18,58,36,3.33,RU,1686540307
340,tanjung pandan,-2.75,107.65,29.92,70,77,4.56,ID,1686540307
341,vila do maio,15.1333,-23.2167,25.44,88,1,8.65,CV,1686540307
342,gaalkacyo,6.7697,47.4308,24.59,68,100,8.67,SO,1686540308
343,klyuchi,52.2667,79.1667,21.2,40,0,0.45,RU,1686540308
344,quang ngai,15.1167,108.8,29.05,71,92,2.23,VN,1686540308
345,dudinka,69.4058,86.1778,7.57,77,100,10.71,RU,1686540309
346,nuevitas,21.5453,-77.2644,25.43,90,95,2.47,CU,1686540309
347,broome,42.2506,-75.833,22.21,62,20,2.57,US,1686539771
348,side,36.7667,31.3885,21.59,85,100,2.12,TR,1686540309
349,murzuq,25.9155,13.9184,29.77,14,2,6.11,LY,1686540004
350,hasaki,35.7333,140.8333,21.27,94,100,2.14,JP,1686540310
351,bamboo flat,11.7,92.7167,28.35,84,100,8.27,IN,1686540310
352,touros,-5.1989,-35.4608,23.92,91,29,3.56,BR,1686540310
353,dyurtyuli,55.4911,54.8688,9.99,60,100,3.87,RU,1686540007
354,guerrero negro,27.9769,-114.0611,17.45,72,0,6.07,MX,1686540139
355,waddan,29.1614,16.139,23.25,58,0,6.8,LY,1686540311
356,prince george,53.9166,-122.753,24.69,23,0,2.57,CA,1686540084
357,kabare,-2.4683,28.8242,15.04,89,88,0.53,CD,1686540311
358,keflavik,64.0049,-22.5624,7.95,87,100,5.66,IS,1686540311
359,hadibu,12.65,54.0333,28.13,79,99,9.36,YE,1686540312
360,magadan,59.5667,150.8,17.52,85,91,3.81,RU,1686540312
361,ranot,7.7777,100.3213,29.93,65,100,2.44,TH,1686540312
362,suva,-18.1416,178.4415,25.71,69,75,4.12,FJ,1686539735
363,luanda,-8.8368,13.2343,23.0,83,75,3.6,AO,1686539741
364,kintinku,-5.8833,35.2333,16.56,81,54,1.41,TZ,1686540313
365,darwin,-12.4611,130.8418,30.99,40,0,2.57,AU,1686539701
366,loango,-4.6719,11.8312,23.81,94,100,2.06,CG,1686540313
367,tsiombe,-25.3,45.4833,16.64,91,21,0.68,MG,1686540314
368,salinopolis,-0.6136,-47.3561,25.83,87,10,4.47,BR,1686540065
369,richfield,44.8833,-93.283,16.12,57,0,0.0,US,1686540182
370,manggar,-2.8833,108.2667,28.53,79,99,6.0,ID,1686540106
371,katsuren-haebaru,26.3369,127.8719,28.43,73,100,3.09,JP,1686540314
372,linxia chengguanzhen,35.6003,103.2064,17.21,58,81,2.06,CN,1686539991
373,withernsea,53.7311,0.0335,14.49,93,98,3.52,GB,1686540315
374,chimbarongo,-34.7,-71.05,-0.15,82,0,1.68,CL,1686540315
375,auki,-8.7676,160.7034,29.93,66,11,2.2,SB,1686539769
376,pitimbu,-7.4706,-34.8086,23.33,88,12,3.03,BR,1686540315
377,bubaque,11.2833,-15.8333,27.23,83,96,6.0,GW,1686540316
378,ambon,-3.6954,128.1814,33.08,79,40,1.54,ID,1686540316
379,la'ie,21.6477,-157.9253,28.98,69,20,3.58,US,1686540316
380,turpan,42.9333,89.1667,40.29,10,0,0.86,CN,1686540316
381,tamiahua,21.2667,-97.45,27.14,95,13,3.27,MX,1686540207
382,'ain benian,36.8028,2.9219,16.03,69,3,1.0,DZ,1686540317
383,saint-philippe,-21.3585,55.7679,21.77,80,36,3.51,RE,1686539740
384,aginskoye,51.1,114.53,27.97,27,92,1.4,RU,1686540317
385,island harbour,50.724,-1.2758,17.18,94,98,0.89,GB,1686539802
386,ust-nera,64.5667,143.2,18.65,55,100,4.22,RU,1686540317
387,hailun,47.45,126.9333,24.44,41,55,2.14,CN,1686540318
388,wenchang,30.904,118.4887,30.09,58,92,2.78,CN,1686539741
389,nueva gerona,21.8833,-82.8,28.29,75,27,4.17,CU,1686539806
390,tangalle,6.024,80.7911,29.09,73,100,6.36,LK,1686539672
391,taoudenni,22.6783,-3.9836,32.05,12,2,4.75,ML,1686540075
392,anatuya,-28.4606,-62.8347,8.3,44,18,2.64,AR,1686540319
393,leona vicario,20.9667,-87.1917,28.93,93,1,1.46,MX,1686540319
394,serdar,38.9764,56.2757,27.83,47,98,1.24,TM,1686540319
395,kalmunai,7.4167,81.8167,29.71,66,95,1.19,LK,1686539953
396,mancio lima,-7.6142,-72.8958,25.04,94,0,2.06,BR,1686540319
397,igarka,67.4667,86.5833,7.72,93,100,9.65,RU,1686539882
398,kostyantynivka,48.5277,37.7069,12.25,93,100,5.63,UA,1686540320
399,lihue,21.9789,-159.3672,26.77,74,75,6.69,US,1686540277
400,funafuti,-8.5243,179.1942,32.0,79,75,7.72,TV,1686540320
401,murghob,38.1702,73.9667,10.7,41,98,1.82,TJ,1686540320
402,krasnotur'insk,59.7666,60.2086,7.33,46,1,4.61,RU,1686540074
403,farafangana,-22.8167,47.8333,19.03,93,26,1.73,MG,1686539969
404,chita,52.0333,113.55,23.94,36,100,2.0,RU,1686540321
405,rushville,39.6092,-85.4464,15.97,90,100,3.13,US,1686540321
406,yamoussoukro,6.8206,-5.2767,22.94,100,100,3.09,CI,1686540321
407,san juan de miraflores,-12.1629,-76.9635,21.29,81,81,3.5,PE,1686540322
408,pitiquito,30.7,-112.0833,24.27,31,0,5.78,MX,1686540322
409,santa rita do sapucai,-22.2522,-45.7033,15.04,89,1,0.79,BR,1686540265
410,sinabang,2.4803,96.3801,28.15,77,98,0.73,ID,1686540322
411,kittila,67.6647,24.8936,13.08,58,0,1.54,FI,1686540323
412,kouango,4.9934,19.9619,21.99,91,98,1.28,CF,1686540323
413,ada,43.4166,-116.1262,22.39,63,0,4.02,US,1686540323
414,al bardiyah,31.7561,25.0865,20.74,76,11,3.6,LY,1686540323
415,port-vila,-17.7338,168.3219,24.78,78,75,4.12,VU,1686540324
416,sinan,34.8262,126.1086,24.06,86,13,4.06,KR,1686540324
417,castillos,-34.1667,-53.8333,5.12,78,4,3.85,UY,1686539980
418,ndele,8.4109,20.6473,22.14,93,99,0.52,CF,1686539783
419,lompoc,34.6391,-120.4579,17.79,84,0,2.68,US,1686540106
420,cascais,38.6979,-9.4215,20.63,93,13,5.81,PT,1686539813
421,quellon,-43.1167,-73.6167,4.14,93,0,1.54,CL,1686539938
422,cuajinicuilapa,16.4667,-98.4167,27.48,75,83,0.89,MX,1686540325
423,tame,6.461,-71.73,23.2,87,56,1.86,CO,1686540325
424,port moresby,-9.4431,147.1797,30.68,70,40,2.57,PG,1686540325
425,coronel oviedo,-25.4167,-56.45,12.22,65,99,3.31,PY,1686540162
426,macapa,0.0389,-51.0664,26.99,94,75,3.09,BR,1686539999
427,nikolayevsk-on-amure,53.1406,140.73,10.69,85,100,1.7,RU,1686540326
428,fort mcmurray,56.7268,-111.381,23.77,43,0,2.06,CA,1686539862
429,luderitz,-26.6481,15.1594,14.77,74,99,1.77,NA,1686540326
430,holualoa,19.6228,-155.9522,24.91,79,75,4.63,US,1686540326
431,grande prairie,55.1667,-118.8027,22.1,46,40,1.54,CA,1686540327
432,polyarnyy,69.1989,33.4478,7.56,85,100,4.92,RU,1686540327
433,mili,6.0815,171.735,28.4,75,90,8.17,MH,1686540327
434,motygino,58.1831,94.7592,17.0,35,0,3.11,RU,1686540327
435,la gorgue,50.6379,2.715,17.67,89,93,1.53,FR,1686540037
436,portland,45.5234,-122.6762,23.65,60,20,7.2,US,1686539657
437,sao jose da coroa grande,-8.8978,-35.1478,24.93,83,16,3.77,BR,1686539914
438,chernyshevskiy,63.0128,112.4714,7.9,45,100,3.6,RU,1686540328
439,new norfolk,-42.7826,147.0587,15.51,78,55,1.55,AU,1686540328
440,fisterra,42.9049,-9.2629,16.68,91,100,4.13,ES,1686540329
441,hanceville,34.0607,-86.7675,21.68,93,100,4.73,US,1686540329
442,kayangel,8.0823,134.7173,28.7,79,23,4.74,PW,1686540256
443,tocache,-8.1842,-76.5125,21.24,98,14,0.38,PE,1686540329
444,urangan,-25.3,152.9,20.77,68,9,0.73,AU,1686540329
445,buka,40.8108,69.1986,28.6,34,3,6.1,UZ,1686540330
446,caleta olivia,-46.4393,-67.5281,5.07,59,12,4.08,AR,1686540077
447,neiafu,-18.65,-173.9833,25.38,78,75,2.06,TO,1686539884
448,twentynine palms,34.1356,-116.0542,24.08,33,4,2.68,US,1686540221
449,zuromin,53.0661,19.9089,8.52,71,1,3.83,PL,1686540330
450,kwatarkwashi,12.1408,6.822,25.4,69,47,3.55,NG,1686540330
451,kissidougou,9.1848,-10.0999,20.82,99,100,1.68,GN,1686540331
452,taldykorgan,45.0156,78.3739,23.8,29,6,8.17,KZ,1686540331
453,nianzishan,47.5167,122.8833,25.13,45,24,3.52,CN,1686540331
454,ginir,7.1333,40.7,13.65,83,100,2.18,ET,1686540331
455,aral,40.5156,81.2636,34.87,10,20,2.29,CN,1686540332
456,kavalerovo,44.2661,135.0572,18.73,86,100,1.27,RU,1686540332
457,tara,56.8944,74.371,13.03,53,48,4.39,RU,1686539975
458,loa janan,-0.583,117.095,31.35,63,63,1.85,ID,1686540172
459,ulety,51.3572,112.4849,27.42,28,100,2.43,RU,1686540333
460,victoria point,-27.5833,153.3,22.17,75,88,0.45,AU,1686540333
461,agrinio,38.6214,21.4078,17.54,86,21,1.37,GR,1686540333
462,tete,-16.1564,33.5867,20.05,83,20,1.54,MZ,1686540333
463,nyurba,63.2842,118.3319,7.2,54,100,4.73,RU,1686540333
464,ust'-ilimsk,58.0006,102.6619,14.91,40,3,3.07,RU,1686539841
465,motueka,-41.1333,173.0167,15.61,63,0,1.14,NZ,1686540334
466,corfu,39.62,19.9197,19.88,88,20,0.0,GR,1686540334
467,tortoli,39.9256,9.6572,19.9,77,0,4.63,IT,1686540334
468,aguas formosas,-17.0822,-40.9358,19.9,86,46,1.54,BR,1686540334
469,san antonio de pale,-1.4014,5.6325,24.73,86,100,5.72,GQ,1686539740
470,kasama,-10.2129,31.1808,11.37,79,65,1.04,ZM,1686540335
471,kavaratti,10.5669,72.642,29.51,77,94,9.8,IN,1686539885
472,arkalyk,50.2486,66.9114,24.9,20,8,1.48,KZ,1686540335
473,jiazi,22.8779,116.067,29.82,75,15,5.1,CN,1686540335
474,kendari,-3.945,122.4989,24.46,93,100,0.47,ID,1686540178
475,tralee,52.2704,-9.7026,12.13,94,16,0.86,IE,1686540336
476,quepem,15.2167,74.0667,27.87,77,98,3.88,IN,1686540336
477,flin flon,54.7682,-101.865,20.35,57,14,3.71,CA,1686540203
478,la passe,45.5549,-0.8967,18.13,86,26,2.75,FR,1686540336
479,rajgarh,28.6333,75.3833,36.14,30,0,8.84,IN,1686540337
480,bien hoa,10.95,106.8167,30.99,64,97,4.93,VN,1686540129
481,fedorovka,53.6314,62.7078,11.59,50,70,4.09,KZ,1686540337
482,bentiu,9.2333,29.8333,23.48,83,93,0.72,SS,1686540337
483,kailua-kona,19.6406,-155.9956,26.98,79,75,4.63,US,1686539753
484,belmonte,-15.8631,-38.8828,23.2,85,0,2.06,BR,1686539897
485,kedrovyy,56.1667,91.8167,14.37,34,19,4.4,RU,1686540339
486,malvan,16.0667,73.4667,29.42,76,63,7.38,IN,1686539797
487,kuanda,56.3161,116.0806,15.42,79,100,5.35,RU,1686540139
488,raja,8.4596,25.678,20.71,93,98,1.74,SS,1686540074
489,atbasar,51.8,68.3333,21.12,51,55,3.25,KZ,1686540340
490,beasain,43.0502,-2.2009,17.67,94,88,1.29,ES,1686540340
491,trincomalee,8.5711,81.2335,29.7,72,100,8.04,LK,1686540340
492,gaiman,-43.2897,-65.4929,4.26,59,0,3.43,AR,1686539851
493,zouerate,22.7187,-12.4521,27.05,27,42,4.28,MR,1686539982
494,ixtapa,20.7,-105.2,26.57,83,40,3.6,MX,1686540341
495,muynoq,43.7683,59.0214,27.05,30,0,7.95,UZ,1686539819
496,le port,-20.9373,55.2919,22.0,89,16,2.51,RE,1686540341
497,sao vicente,-23.9631,-46.3919,23.88,26,9,3.18,BR,1686540053
498,hinton,53.4001,-117.5857,17.35,71,100,0.66,CA,1686539855
499,lorengau,-2.0226,147.2712,28.58,80,43,3.92,PG,1686539881
500,nova vicosa,-17.8919,-39.3719,22.84,88,19,4.11,BR,1686539746
501,serebryanyye prudy,54.4692,38.721,7.54,73,22,5.4,RU,1686540342
502,homer,59.6425,-151.5483,10.94,62,100,6.69,US,1686540342
503,hafar al-batin,28.4328,45.9708,32.32,18,0,2.57,SA,1686539823
504,nouadhibou,20.931,-17.0347,21.06,80,3,8.03,MR,1686540343
505,lazaro cardenas,17.9583,-102.2,26.71,78,3,2.53,MX,1686540066
506,thunder bay,48.4001,-89.3168,9.99,71,100,2.06,CA,1686540343
507,kone,-21.0595,164.8658,25.8,45,7,2.62,NC,1686540343
508,el granada,37.5027,-122.4694,18.27,84,100,5.14,US,1686539924
509,kuching,1.55,110.3333,31.74,72,20,2.57,MY,1686540344
510,kandalaksha,67.162,32.4123,13.7,54,98,1.51,RU,1686540344
511,nieuw amsterdam,5.8833,-55.0833,25.57,90,85,2.89,SR,1686539966
512,gannan,47.9147,123.5031,26.29,42,33,3.28,CN,1686540344
513,ocean shores,46.9737,-124.1563,18.0,86,0,4.12,US,1686539885
514,sanchor,24.7553,71.7722,32.8,47,22,6.62,IN,1686540345
515,canton,23.1167,113.25,32.15,52,48,2.03,CN,1686540091
516,akureyri,65.6835,-18.0878,8.96,57,0,11.32,IS,1686539778
517,antalaha,-14.9003,50.2788,20.45,90,8,2.24,MG,1686540345
518,bath,51.3779,-2.3591,17.21,94,86,1.17,GB,1686540102
519,siilinjarvi,63.0833,27.6667,13.01,54,0,2.57,FI,1686540346
520,la ronge,55.1001,-105.2842,26.12,33,40,3.6,CA,1686540346
521,kaifeng,34.7911,114.3483,29.73,37,98,3.63,CN,1686540346
522,dakhla,23.6848,-15.958,21.31,83,0,6.6,EH,1686539810
523,marsa alam,25.0757,34.8918,28.85,42,0,1.36,EG,1686540347
524,weno,7.4515,151.8468,28.97,89,100,2.06,FM,1686540347
525,aykhal,66.0,111.5,4.4,74,34,5.19,RU,1686540347
526,krasnokholm,51.5979,54.1567,17.22,71,100,8.81,RU,1686540347
527,aur,8.1499,171.1687,28.55,79,95,7.58,MH,1686540347
528,pacasmayo,-7.4006,-79.5714,22.06,85,32,5.89,PE,1686540348
529,mata-utu,-13.2816,-176.1745,27.59,80,50,6.07,WF,1686540124
530,puerto baquerizo moreno,-0.9,-89.6,25.88,74,83,6.72,EC,1686540348
531,atar,20.5169,-13.0499,29.31,26,37,4.21,MR,1686540348
532,brezova pod bradlom,48.6635,17.539,11.43,90,4,2.24,SK,1686540349
533,alofi,-19.0595,-169.9187,24.94,78,70,5.66,NU,1686540349
534,belaya kholunitsa,58.84,50.8528,8.16,55,9,1.91,RU,1686540349
535,harar,9.3094,42.1258,14.57,87,92,1.08,ET,1686540349
536,ulsteinvik,62.3432,5.8487,15.04,58,100,2.24,NO,1686539781
537,solleftea,63.1667,17.2667,13.31,69,100,1.24,SE,1686540350
538,galliano,29.4422,-90.2992,27.0,78,0,1.54,US,1686540350
539,springfield,37.2153,-93.2982,16.92,92,20,4.12,US,1686540322
540,camocim,-2.9022,-40.8411,24.23,90,0,4.1,BR,1686540350
541,proddatur,14.7333,78.55,31.83,48,89,7.68,IN,1686540351
542,lerwick,60.1545,-1.1494,11.0,97,69,3.04,GB,1686540351
543,bodo,67.28,14.405,9.32,98,100,2.57,NO,1686539752
544,san miguel,13.4833,-88.1833,24.45,97,98,1.14,SV,1686540351
545,midvagur,62.0511,-7.1939,5.46,75,2,0.0,FO,1686539859
546,vinica,41.8828,22.5092,15.88,86,72,1.43,MK,1686540352
547,kem',64.9555,34.5793,14.1,49,100,5.9,RU,1686539783
548,souillac,-20.5167,57.5167,22.21,94,40,1.54,MU,1686539881
549,sandnessjoen,66.0217,12.6316,13.69,74,100,3.58,NO,1686540352
550,gunnison,38.7,-107.0673,10.47,63,44,1.12,US,1686540353
551,blair,41.5444,-96.125,17.13,63,0,2.57,US,1686540298
552,port douglas,-16.4833,145.4667,25.18,69,13,4.28,AU,1686539766
553,vila franca do campo,37.7167,-25.4333,18.23,85,98,2.89,PT,1686539829
554,n'zeto,-7.2312,12.8666,22.4,90,99,3.02,AO,1686539917
555,dronero,44.4657,7.3513,16.76,94,91,1.62,IT,1686540354
556,vatutine,49.015,31.0621,12.27,89,100,5.35,UA,1686540354
557,acarau,-2.8856,-40.12,24.95,88,0,4.81,BR,1686540354
558,kabanga,-2.6386,30.4678,13.38,79,37,0.6,TZ,1686540354
559,farshut,26.0549,32.1633,27.1,30,0,1.53,EG,1686540354
